Year,TimeOfDay,District,Community_Area,CrimeCount
2003,Evening,14,-1,1
2018,Night,14,24,7
2018,Evening,14,24,3
2019,Afternoon,14,24,3
2021,Afternoon,14,21,2
2020,Afternoon,14,24,8
2021,Evening,14,24,4
2019,Evening,14,24,2
2020,Afternoon,14,22,4
2011,Evening,14,22,1
2020,Night,14,22,7
2020,Morning,14,22,4
2016,Night,14,21,2
2021,Morning,14,21,1
2001,Night,14,23,47
2018,Morning,14,21,1
2018,Afternoon,14,24,3
2002,Night,14,23,1
2019,Afternoon,14,23,1
2001,Evening,14,24,483
2021,Evening,14,22,5
2021,Afternoon,14,24,4
2019,Afternoon,14,22,1
2022,Night,14,23,1
2001,Afternoon,14,23,120
2020,Evening,14,24,3
2017,Afternoon,14,24,2
2020,Morning,14,24,6
2002,Evening,14,23,1
2018,Morning,14,22,2
2011,Night,14,24,2
2016,Afternoon,14,22,1
2017,Night,14,22,2
2016,Morning,14,24,1
2010,Night,14,24,1
2012,Evening,14,22,2
2017,Night,14,21,1
2020,Evening,14,23,3
2021,Morning,14,22,2
2021,Afternoon,14,22,3
2017,Afternoon,14,22,3
2019,Morning,14,22,2
2019,Evening,14,23,1
2007,Morning,14,22,1
2010,Morning,14,24,2
2003,Night,14,21,2
2015,Evening,14,24,1
2015,Morning,14,24,1
2016,Evening,14,21,1
2017,Afternoon,14,23,2
2001,Night,14,-1,2476
2002,Night,14,24,2
2002,Afternoon,14,21,1
2002,Evening,14,21,2
2003,Evening,14,22,3
2003,Evening,14,23,1
2003,Evening,14,24,5
2004,Evening,14,24,3
2005,Night,14,22,4
2005,Evening,14,23,2
2005,Evening,14,24,2
2007,Afternoon,14,22,2
2007,Night,14,24,3
2007,Evening,14,23,1
2007,Night,14,22,1
2007,Evening,14,24,1
2008,Afternoon,14,21,1
2009,Night,14,24,6
2009,Evening,14,22,3
2009,Morning,14,22,2
2010,Evening,14,23,2
2001,Evening,14,-1,4219
2011,Evening,14,23,1
2013,Evening,14,24,2
2013,Evening,14,23,2
2014,Evening,14,23,1
2014,Evening,14,22,2
2001,Afternoon,14,-1,3503
2001,Morning,14,22,268
2001,Morning,14,21,43
2001,Night,14,24,273
2003,Night,14,24,4
2004,Evening,14,-1,1
2001,Afternoon,14,22,432
2001,Evening,14,22,494
2008,Night,14,23,2
2001,Afternoon,14,24,445
2001,Night,14,22,259
2002,Morning,14,24,1
2001,Evening,14,23,103
2001,Morning,14,24,249
2017,Night,14,24,1
2011,Morning,14,23,3
2004,Evening,14,22,3
2005,Afternoon,14,22,2
2001,Morning,14,23,70
2001,Evening,14,21,107
2001,Afternoon,14,21,65
2009,Night,14,22,2
2013,Evening,14,21,4
2001,Night,14,21,50
2006,Night,14,22,3
2007,Evening,14,22,1
2001,Morning,14,23.666666666666668,4
2003,Afternoon,14,23,1
2006,Afternoon,14,22,1
2015,Afternoon,14,21,1
2003,Night,14,22,6
2017,Morning,14,22,1
2004,Night,14,21,2
2006,Night,14,23,1
2005,Night,14,24,1
2006,Night,14,21,1
2002,Afternoon,14,22,1
2005,Afternoon,14,21,2
2016,Night,14,23,2
2002,Afternoon,14,-1,2
2008,Evening,14,24,1
2013,Morning,14,24,3
2006,Morning,14,21,2
2016,Night,14,24,2
2004,Morning,14,24,2
2012,Afternoon,14,23,1
2019,Night,14,22,1
2013,Night,14,23,1
2008,Night,14,22,2
2017,Morning,14,21,1
2003,Afternoon,14,21,1
2006,Afternoon,14,24,2
2003,Morning,14,22,4
2006,Evening,14,21,2
2008,Evening,14,21,2
2003,Afternoon,14,22,3
2002,Night,14,-1,3
2021,Evening,14,23,2
2016,Evening,14,24,1
2012,Evening,14,24,1
2007,Night,14,23,1
2015,Afternoon,14,23,1
2015,Afternoon,14,24,2
2008,Afternoon,14,24,1
2006,Evening,14,22,2
2013,Evening,14,22,1
2016,Evening,14,23,1
2018,Night,14,22,1
2012,Night,14,22,1
2012,Night,14,23,1
2017,Morning,14,23,1
2013,Night,14,22,2
2003,Evening,14,21,2
2008,Morning,14,23,1
2009,Morning,14,24,2
2004,Night,14,24,3
2013,Morning,15,25,9
2002,Morning,15,-1,1
2003,Evening,15,25,23
2005,Morning,15,25,4
2006,Evening,15,25,16
2008,Morning,15,25,8
2010,Evening,15,25,11
2015,Morning,15,25,6
2016,Afternoon,15,25,21
2017,Evening,15,25,19
2018,Evening,15,25,19
2001,Evening,15,25,1627
2002,Night,15,-1,6
2002,Night,15,25,22
2002,Morning,15,25,4
2003,Morning,15,25,8
2003,Night,15,25,12
2004,Morning,15,25,11
2004,Evening,15,25,12
2004,Afternoon,15,25,4
2004,Night,15,25,6
2005,Evening,15,25,5
2006,Morning,15,25,5
2006,Afternoon,15,25,8
2007,Afternoon,15,25,8
2007,Night,15,25,15
2007,Evening,15,25,6
2009,Morning,15,25,6
2009,Evening,15,25,12
2009,Afternoon,15,25,11
2010,Afternoon,15,25,10
2012,Night,15,25,12
2012,Evening,15,25,12
2012,Afternoon,15,25,9
2013,Night,15,25,13
2013,Afternoon,15,25,2
2014,Morning,15,25,5
2014,Evening,15,25,17
2001,Night,15,-1,1453
2001,Morning,15,-1,1869
2001,Afternoon,15,-1,2874
2011,Night,15,25,5
2001,Morning,15,25,888
2001,Evening,15,-1,3190
2001,Night,15,25,607
2005,Night,15,25,9
2010,Morning,15,25,1
2015,Afternoon,15,25,6
2002,Afternoon,15,-1,1
2002,Evening,15,-1,2
2004,Morning,15,-1,1
2003,Evening,15,-1,1
2023,Afternoon,15,25,758
2023,Morning,15,25,614
2023,Evening,15,25,798
2023,Night,15,25,543
2021,Night,15,25,24
2002,Evening,15,25,14
2003,Afternoon,15,25,13
2019,Night,15,25,19
2018,Morning,15,25,10
2022,Night,15,25,29
2019,Evening,15,25,14
2011,Evening,15,25,8
2020,Evening,15,25,36
2009,Night,15,25,14
2008,Afternoon,15,25,11
2008,Night,15,25,19
2022,Afternoon,15,25,27
2020,Morning,15,25,18
2008,Evening,15,25,14
2019,Afternoon,15,25,14
2022,Evening,15,25,31
2020,Night,15,25,31
2022,Morning,15,25,19
2021,Morning,15,25,12
2021,Afternoon,15,25,29
2024,Morning,15,25,701
2024,Afternoon,15,25,1053
2024,Night,15,25,618
2005,Afternoon,15,25,7
2024,Evening,15,25,1006
2013,Evening,15,25,13
2001,Afternoon,15,25,1404
2015,Evening,15,25,19
2016,Evening,15,25,20
2020,Afternoon,15,25,17
2006,Night,15,25,9
2015,Night,15,25,14
2018,Night,15,25,16
2003,Afternoon,15,-1,1
2002,Afternoon,15,25,12
2010,Night,15,25,11
2014,Afternoon,15,25,10
2017,Morning,15,25,17
2011,Afternoon,15,25,7
2019,Morning,15,25,14
2016,Night,15,25,23
2007,Morning,15,25,8
2017,Afternoon,15,25,24
2018,Afternoon,15,25,19
2017,Night,15,25,14
2014,Night,15,25,12
2021,Evening,15,25,18
2016,Morning,15,25,16
2012,Morning,15,25,6
2011,Morning,15,25,8
2022,Afternoon,16,11,4
2023,Evening,16,11,88
2023,Evening,16,15,327
2023,Afternoon,16,10,151
2023,Evening,16,9,25
2023,Night,16,15,254
2023,Night,16,76,101
2023,Afternoon,16,11,120
2023,Afternoon,16,15,289
2023,Evening,16,17,168
2023,Morning,16,76,153
2023,Morning,16,15,184
2023,Evening,16,12,33
2023,Afternoon,16,17,177
2023,Morning,16,17,124
2023,Evening,16,10,113
2023,Night,16,10,113
2023,Evening,16,76,145
2023,Morning,16,11,74
2023,Afternoon,16,76,219
2023,Morning,16,10,88
2023,Afternoon,16,12,40
2023,Night,16,17,154
2022,Night,16,11,6
2023,Night,16,9,36
2023,Night,16,12,29
2021,Morning,16,11,2
2020,Night,16,15,5
2023,Night,16,11,78
2023,Morning,16,9,27
2023,Afternoon,16,9,27
2022,Afternoon,16,15,21
2023,Morning,16,12,18
2014,Morning,16,10,2
2021,Night,16,15,7
2022,Afternoon,16,10,5
2021,Night,16,9,2
2017,Afternoon,16,17,2
2017,Night,16,15,2
2022,Morning,16,12,7
2022,Evening,16,15,7
2009,Morning,16,17,2
2014,Night,16,11,2
2003,Night,16,15,3
2022,Night,16,17,14
2021,Morning,16,15,3
2022,Night,16,15,12
2018,Morning,16,12,1
2022,Night,16,10,9
2020,Evening,16,11,1
2019,Morning,16,76,4
2022,Afternoon,16,17,10
2022,Evening,16,17,8
2022,Evening,16,10,2
2022,Morning,16,15,10
2022,Afternoon,16,9,5
2022,Morning,16,76,22
2022,Morning,16,17,7
2022,Evening,16,76,7
2022,Night,16,76,14
2022,Afternoon,16,76,25
2022,Morning,16,9,2
2022,Afternoon,16,12,2
2022,Evening,16,11,4
2022,Night,16,9,3
2022,Morning,16,11,3
2022,Morning,16,10,6
2022,Night,16,12,2
2019,Night,16,10,1
2024,Evening,16,17,162
2024,Night,16,17,133
2024,Afternoon,16,15,297
2024,Afternoon,16,17,183
2024,Night,16,10,121
2024,Afternoon,16,10,156
2024,Evening,16,15,356
2024,Evening,16,12,28
2024,Morning,16,11,93
2009,Night,16,15,1
2010,Morning,16,15,1
2024,Morning,16,76,173
2024,Afternoon,16,76,205
2024,Morning,16,17,132
2024,Afternoon,16,11,132
2024,Night,16,11,98
2017,Night,16,11,1
2016,Night,16,10,2
2015,Evening,16,17,1
2012,Evening,16,17,1
2016,Morning,16,76,4
2017,Morning,16,17,1
2015,Night,16,15,5
2006,Night,16,11,1
2024,Afternoon,16,12,41
2024,Night,16,15,235
2001,Evening,16,15,440
2024,Morning,16,15,204
2017,Night,16,12,1
2016,Night,16,15,2
2011,Night,16,10,1
2024,Evening,16,11,114
2024,Night,16,9,30
2024,Morning,16,12,27
2016,Evening,16,76,1
2024,Evening,16,10,146
2024,Evening,16,76,144
2024,Morning,16,10,102
2024,Night,16,76,122
2014,Night,16,12,1
2024,Evening,16,9,38
2024,Morning,16,9,16
2024,Night,16,12,37
2011,Night,16,15,2
2002,Night,16,15,2
2024,Afternoon,16,9,28
2008,Evening,16,11,2
2016,Morning,16,11,1
2020,Afternoon,16,17,2
2018,Morning,16,76,2
2019,Evening,16,10,1
2019,Night,16,17,2
2018,Night,16,15,1
2018,Evening,16,11,1
2018,Night,16,76,1
2021,Night,16,11,2
2018,Morning,16,15,1
2012,Afternoon,16,9,1
2021,Afternoon,16,15,5
2018,Afternoon,16,15,3
2021,Night,16,17,3
2020,Afternoon,16,15,4
2017,Afternoon,16,11,1
2021,Afternoon,16,76,1
2018,Evening,16,17,1
2012,Evening,16,15,1
2016,Evening,16,15,1
2020,Morning,16,17,2
2014,Evening,16,17,2
2017,Morning,16,11,1
2018,Afternoon,16,76,2
2018,Night,16,11,1
2020,Night,16,17,4
2013,Night,16,76,1
2019,Evening,16,76,1
2018,Night,16,17,1
2020,Afternoon,16,12,1
2017,Evening,16,15,2
2016,Evening,16,11,1
2016,Night,16,9,2
2020,Morning,16,76,2
2001,Night,16,15,182
2020,Afternoon,16,76,2
2016,Afternoon,16,15,1
2015,Night,16,11,3
2002,Afternoon,16,10,1
2020,Morning,16,10,2
2020,Evening,16,76,1
2021,Morning,16,17,3
2020,Night,16,10,1
2020,Night,16,9,1
2013,Afternoon,16,17,2
2021,Night,16,12,1
2021,Evening,16,11,1
2019,Afternoon,16,12,1
2020,Afternoon,16,10,1
2021,Morning,16,76,3
2014,Morning,16,15,1
2021,Evening,16,9,1
2019,Afternoon,16,76,1
2016,Night,16,17,1
2021,Evening,16,76,1
2020,Night,16,12,1
2021,Evening,16,15,1
2021,Night,16,76,1
2021,Afternoon,16,11,1
2001,Night,16,9,2
2020,Afternoon,16,11,1
2018,Afternoon,16,17,1
2022,Evening,16,9,1
2012,Night,16,15,5
2011,Night,16,12,1
2001,Evening,16,76,391
2021,Evening,16,10,1
2005,Evening,16,9,1
2009,Evening,16,17,2
2009,Afternoon,16,11,1
2008,Morning,16,17,1
2008,Night,16,12,1
2015,Afternoon,16,17,1
2015,Afternoon,16,10,1
2015,Evening,16,9,1
2015,Afternoon,16,11,1
2016,Morning,16,10,1
2016,Afternoon,16,76,1
2016,Afternoon,16,17,2
2017,Evening,16,17,2
2017,Evening,16,76,2
2017,Afternoon,16,10,1
2018,Evening,16,10,1
2019,Afternoon,16,9,1
2001,Afternoon,16,-1,2440
2002,Night,16,-1,1
2002,Morning,16,17,1
2002,Afternoon,16,9,1
2002,Morning,16,10,1
2003,Morning,16,17,2
2003,Afternoon,16,9,1
2003,Afternoon,16,76,1
2003,Afternoon,16,10,2
2003,Evening,16,17,1
2003,Evening,16,10,2
2004,Morning,16,76,1
2004,Evening,16,17,1
2004,Morning,16,17,1
2004,Afternoon,16,10,2
2004,Afternoon,16,17,3
2004,Afternoon,16,11,1
2004,Afternoon,16,76,1
2005,Evening,16,15,2
2005,Afternoon,16,17,2
2005,Evening,16,76,1
2005,Evening,16,10,2
2005,Afternoon,16,76,1
2005,Night,16,17,3
2005,Afternoon,16,9,1
2005,Morning,16,10,1
2005,Morning,16,11,1
2005,Evening,16,12,1
2006,Evening,16,10,1
2006,Evening,16,11,1
2006,Evening,16,76,1
2006,Evening,16,17,1
2006,Afternoon,16,76,1
2006,Night,16,10,1
2006,Morning,16,9,1
2007,Night,16,17,4
2007,Evening,16,10,2
2007,Afternoon,16,10,4
2007,Night,16,76,1
2007,Night,16,10,2
2007,Morning,16,10,2
2008,Afternoon,16,12,1
2008,Afternoon,16,10,3
2008,Afternoon,16,15,1
2008,Morning,16,10,2
2008,Night,16,10,2
2008,Evening,16,17,2
2008,Night,16,17,1
2008,Afternoon,16,17,1
2009,Morning,16,10,2
2009,Night,16,9,1
2009,Afternoon,16,17,1
2010,Evening,16,76,1
2010,Evening,16,10,1
2010,Evening,16,11,1
2010,Afternoon,16,12,1
2010,Evening,16,17,3
2011,Evening,16,76,1
2011,Morning,16,76,1
2011,Afternoon,16,10,1
2012,Morning,16,9,1
2012,Night,16,17,1
2012,Morning,16,76,3
2012,Night,16,12,1
2012,Afternoon,16,15,1
2012,Afternoon,16,10,1
2013,Morning,16,10,1
2013,Afternoon,16,76,2
2013,Night,16,9,1
2013,Evening,16,10,1
2013,Morning,16,17,1
2013,Evening,16,15,3
2014,Morning,16,76,1
2014,Morning,16,17,3
2014,Night,16,17,1
2015,Night,16,10,1
2001,Evening,16,-1,2903
2001,Morning,16,15,175
2001,Night,16,-1,1137
2001,Morning,16,-1,1357
2001,Evening,16,12,14
2001,Afternoon,16,15,245
2001,Night,16,12,3
2001,Evening,16,17,189
2001,Afternoon,16,76,527
2019,Evening,16,17,4
2001,Afternoon,16,11,40
2001,Morning,16,76,404
2001,Evening,16,15.5,3
2001,Morning,16,17,83
2001,Night,16,76,185
2001,Evening,16,10,22
2001,Afternoon,16,17,145
2001,Morning,16,11,17
2001,Evening,16,9,2
2007,Evening,16,11,1
2016,Evening,16,17,1
2001,Evening,16,11,42
2001,Night,16,17,76
2001,Night,16,10,5
2001,Evening,16,16.2,6
2001,Afternoon,16,10,11
2002,Night,16,10,1
2001,Night,16,11,19
2001,Evening,16,15.666666666666666,11
2001,Afternoon,16,15.666666666666666,10
2008,Evening,16,15,1
2001,Morning,16,10,9
2015,Night,16,76,1
2010,Night,16,15,1
2021,Evening,16,17,2
2014,Night,16,15,2
2015,Evening,16,15,1
2007,Afternoon,16,15,1
2001,Afternoon,16,14,3
2014,Afternoon,16,76,1
2008,Evening,16,10,1
2019,Evening,16,9,1
2010,Morning,16,17,1
2020,Evening,16,15,2
2012,Morning,16,17,1
2019,Evening,16,15,2
2017,Evening,16,11,1
2002,Evening,16,11,1
2001,Afternoon,16,12.6,3
2004,Night,16,11,2
2002,Afternoon,16,15,1
2001,Afternoon,16,12,12
2017,Afternoon,16,76,1
2011,Morning,16,11,1
2001,Morning,16,9,3
2003,Morning,16,11,1
2007,Evening,16,15,1
2017,Morning,16,10,1
2001,Afternoon,16,15.5,4
2001,Morning,16,12,6
2010,Evening,16,15,1
2012,Night,16,76,1
2001,Afternoon,16,16.2,5
2002,Evening,16,15,2
2019,Morning,16,17,1
2014,Night,16,10,1
2009,Night,16,12,1
2001,Night,16,15.666666666666666,2
2006,Morning,16,76,1
2002,Evening,16,12,1
2005,Night,16,12,1
2004,Afternoon,16,15,1
2013,Night,16,11,1
2001,Afternoon,16,9,1
2002,Night,16,9,1
2021,Afternoon,16,17,1
2016,Afternoon,16,10,1
2001,Evening,16,13,1
2020,Morning,16,15,1
2015,Afternoon,16,15,1
2001,Night,16,12.142857142857142,2
2006,Afternoon,16,11,1
2012,Night,16,10,1
2006,Evening,16,15,1
2011,Afternoon,16,11,1
2019,Night,16,15,1
2001,Morning,16,15.666666666666666,5
2016,Night,16,11,1
2001,Evening,16,12.6,1
2001,Evening,16,14,2
2001,Night,16,15.5,1
2001,Evening,16,12.142857142857142,1
2001,Morning,16,14,2
2001,Morning,16,12.6,2
2001,Morning,16,12.142857142857142,1
2001,Afternoon,16,12.142857142857142,1
2007,Afternoon,17,14,1
2001,Evening,17,20,12
2001,Night,17,20.285714285714285,2
2018,Morning,17,13,1
2009,Evening,17,13,1
2001,Morning,17,17.176470588235293,6
2001,Night,17,17.176470588235293,3
2012,Afternoon,17,16,1
2006,Afternoon,17,15,1
2001,Evening,17,17.923076923076923,3
2014,Afternoon,17,14,2
2009,Afternoon,17,14,1
2011,Afternoon,17,15,1
2016,Afternoon,17,13,1
2001,Night,17,13.675,6
2001,Morning,17,20,5
2008,Night,17,16,1
2002,Afternoon,17,21,1
2005,Night,17,14,1
2001,Morning,17,20.73684210526316,2
2003,Night,17,16,2
2022,Evening,17,21,1
2003,Morning,17,16,2
2015,Afternoon,17,21,1
2021,Night,17,15,1
2002,Morning,17,14,1
2012,Evening,17,14,1
2001,Evening,17,5,1
2015,Evening,17,14,1
2008,Afternoon,17,16,1
2001,Morning,17,13.675,2
2001,Afternoon,17,17.923076923076923,1
2004,Morning,17,14,1
2001,Night,17,12,3
2009,Morning,17,13,1
2010,Night,17,12,1
2010,Night,17,21,1
2001,Night,17,20.904761904761905,3
2001,Afternoon,17,19.75,10
2010,Evening,17,14,1
2010,Evening,17,13,1
2001,Afternoon,17,5,1
2001,Night,17,20.73684210526316,4
2001,Evening,17,12,2
2001,Night,17,17.923076923076923,3
2001,Evening,17,20.285714285714285,2
2001,Afternoon,17,17,1
2001,Night,17,20.615384615384617,4
2001,Afternoon,17,12,1
2001,Night,17,17,1
2001,Morning,17,20.904761904761905,1
2001,Night,17,20.33333333333333,1
2001,Afternoon,17,13.5,1
2001,Night,17,13.5,1
2001,Morning,17,17,1
2001,Evening,17,18.5,1
2021,Morning,17,13,1
2023,Morning,17,21,84
2023,Afternoon,17,14,260
2023,Night,17,14,178
2023,Evening,17,14,248
2023,Evening,17,13,104
2023,Afternoon,17,15,53
2023,Evening,17,16,286
2023,Evening,17,15,46
2023,Afternoon,17,21,105
2023,Night,17,16,179
2023,Afternoon,17,16,303
2023,Evening,17,21,120
2023,Night,17,15,24
2023,Morning,17,16,214
2023,Night,17,13,56
2023,Morning,17,14,187
2023,Morning,17,13,86
2023,Afternoon,17,13,100
2023,Morning,17,15,28
2017,Night,17,16,4
2023,Night,17,21,47
2015,Night,17,14,5
2016,Afternoon,17,14,3
2023,Afternoon,17,12,16
2023,Evening,17,12,27
2023,Night,17,12,16
2016,Night,17,13,2
2018,Night,17,14,2
2019,Morning,17,13,1
2014,Night,17,14,2
2019,Night,17,16,4
2017,Morning,17,16,1
2020,Afternoon,17,14,6
2014,Morning,17,16,1
2022,Night,17,16,6
2022,Night,17,14,10
2021,Afternoon,17,16,3
2016,Night,17,16,2
2023,Morning,17,12,13
2020,Night,17,14,8
2011,Night,17,16,3
2021,Night,17,21,4
2020,Night,17,16,8
2022,Afternoon,17,21,2
2001,Night,17,14,79
2019,Morning,17,14,1
2020,Evening,17,16,4
2019,Night,17,14,4
2005,Night,17,16,1
2019,Night,17,21,3
2022,Morning,17,16,3
2007,Night,17,14,3
2022,Morning,17,14,13
2022,Evening,17,13,4
2022,Afternoon,17,13,11
2022,Evening,17,16,13
2022,Afternoon,17,16,14
2022,Afternoon,17,14,11
2022,Night,17,13,4
2022,Afternoon,17,12,1
2022,Night,17,12,1
2022,Evening,17,14,9
2022,Morning,17,21,4
2022,Night,17,15,1
2022,Night,17,21,1
2020,Evening,17,14,5
2024,Evening,17,21,127
2024,Afternoon,17,21,177
2024,Morning,17,16,212
2024,Night,17,14,156
2024,Night,17,16,210
2024,Afternoon,17,14,311
2024,Evening,17,16,269
2012,Night,17,14,2
2017,Afternoon,17,14,3
2024,Morning,17,14,213
2024,Afternoon,17,16,325
2016,Night,17,14,4
2024,Evening,17,12,25
2010,Night,17,16,3
2018,Evening,17,16,2
2015,Night,17,16,4
2024,Afternoon,17,13,154
2024,Night,17,13,61
2017,Night,17,14,1
2024,Morning,17,13,85
2024,Morning,17,21,117
2020,Evening,17,12,1
2024,Evening,17,13,108
2021,Evening,17,14,2
2020,Night,17,21,5
2017,Night,17,13,2
2009,Night,17,21,2
2021,Night,17,16,1
2016,Morning,17,14,1
2024,Night,17,15,21
2024,Evening,17,14,304
2024,Night,17,12,17
2024,Night,17,21,50
2024,Morning,17,15,33
2024,Afternoon,17,15,58
2024,Afternoon,17,12,18
2024,Evening,17,15,57
2024,Morning,17,12,12
2021,Morning,17,16,2
2019,Morning,17,21,1
2021,Afternoon,17,14,1
2017,Afternoon,17,16,3
2002,Night,17,14,4
2018,Morning,17,14,4
2019,Afternoon,17,14,3
2019,Night,17,13,2
2013,Afternoon,17,14,2
2008,Evening,17,14,3
2021,Morning,17,15,2
2016,Morning,17,16,1
2018,Morning,17,16,1
2004,Night,17,14,3
2005,Night,17,21,1
2021,Evening,17,16,2
2019,Afternoon,17,21,1
2019,Morning,17,16,4
2021,Morning,17,14,2
2019,Afternoon,17,15,1
2018,Night,17,16,1
2021,Night,17,14,2
2007,Morning,17,16,3
2018,Afternoon,17,16,1
2014,Evening,17,16,2
2018,Evening,17,14,2
2005,Evening,17,16,1
2020,Afternoon,17,21,1
2017,Evening,17,14,2
2020,Morning,17,21,1
2020,Morning,17,16,3
2020,Afternoon,17,13,4
2020,Evening,17,13,1
2014,Afternoon,17,16,1
2014,Night,17,15,1
2005,Afternoon,17,14,4
2013,Night,17,15,1
2020,Afternoon,17,16,3
2018,Morning,17,21,1
2020,Night,17,13,3
2018,Afternoon,17,14,2
2020,Morning,17,13,1
2013,Night,17,16,2
2016,Night,17,21,3
2006,Night,17,16,1
2007,Night,17,16,2
2014,Night,17,16,1
2021,Night,17,13,2
2021,Evening,17,13,2
2015,Afternoon,17,14,1
2001,Night,17,16,206
2016,Afternoon,17,15,1
2022,Morning,17,13,1
2002,Evening,17,13,3
2005,Morning,17,16,1
2001,Morning,17,16,216
2011,Afternoon,17,13,3
2002,Night,17,16,3
2013,Morning,17,21,1
2005,Morning,17,14,1
2008,Night,17,14,2
2008,Night,17,13,1
2015,Evening,17,13,1
2015,Afternoon,17,16,4
2016,Evening,17,13,1
2017,Evening,17,13,2
2017,Afternoon,17,13,1
2018,Night,17,13,1
2018,Evening,17,13,1
2001,Afternoon,17,-1,2212
2001,Morning,17,14,73
2001,Night,17,-1,1257
2003,Morning,17,15,1
2003,Evening,17,14,1
2003,Night,17,13,1
2003,Evening,17,21,1
2003,Morning,17,14,2
2004,Afternoon,17,14,2
2004,Evening,17,14,2
2004,Night,17,21,1
2004,Night,17,16,2
2004,Evening,17,16,1
2005,Evening,17,14,3
2005,Morning,17,13,2
2001,Evening,17,-1,2835
2006,Night,17,14,1
2006,Morning,17,13,1
2006,Evening,17,16,2
2007,Morning,17,14,2
2007,Morning,17,13,1
2007,Evening,17,13,1
2007,Evening,17,16,1
2008,Morning,17,14,1
2008,Morning,17,21,1
2008,Morning,17,16,1
2008,Morning,17,13,1
2009,Morning,17,14,1
2009,Afternoon,17,16,2
2009,Afternoon,17,13,1
2010,Evening,17,16,1
2010,Morning,17,16,1
2011,Afternoon,17,16,2
2012,Afternoon,17,13,1
2012,Night,17,16,2
2012,Evening,17,16,1
2013,Night,17,14,3
2013,Evening,17,14,2
2014,Evening,17,14,1
2001,Evening,17,16,409
2001,Morning,17,-1,1392
2001,Evening,17,13,59
2001,Afternoon,17,20,7
2011,Evening,17,14,2
2001,Evening,17,15,82
2004,Afternoon,17,16,3
2001,Evening,17,20.904761904761905,7
2001,Morning,17,13,18
2001,Afternoon,17,21,46
2001,Afternoon,17,16,353
2001,Afternoon,17,14,117
2001,Night,17,21,24
2016,Evening,17,16,2
2001,Evening,17,14,169
2001,Evening,17,21,77
2001,Afternoon,17,20.904761904761905,19
2001,Evening,17,20.33333333333333,35
2001,Afternoon,17,13,56
2004,Evening,17,21,1
2001,Night,17,15,13
2001,Morning,17,21,51
2001,Morning,17,19.75,9
2001,Morning,17,20.33333333333333,18
2001,Afternoon,17,15,107
2001,Evening,17,13.5,3
2001,Night,17,19.75,4
2013,Afternoon,17,15,1
2006,Morning,17,16,1
2001,Evening,17,17.176470588235293,13
2001,Night,17,13,20
2001,Afternoon,17,20.33333333333333,36
2001,Afternoon,17,17.176470588235293,11
2001,Afternoon,17,20.73684210526316,8
2002,Evening,17,-1,1
2001,Morning,17,15,21
2009,Night,17,14,6
2003,Night,17,21,1
2001,Afternoon,17,20.615384615384617,4
2018,Evening,17,21,1
2012,Morning,17,14,3
2015,Morning,17,16,2
2016,Afternoon,17,16,2
2001,Evening,17,19.75,4
2009,Evening,17,16,1
2001,Evening,17,20.73684210526316,4
2019,Afternoon,17,16,1
2002,Afternoon,17,14,1
2001,Afternoon,17,18.5,4
2001,Afternoon,17,13.675,9
2001,Evening,17,17,5
2018,Night,17,21,2
2004,Night,17,13,1
2003,Afternoon,17,16,2
2001,Evening,17,13.675,4
2012,Evening,17,21,1
2002,Evening,17,16,2
2001,Morning,17,18.5,5
2003,Night,17,14,2
2013,Morning,17,16,1
2001,Morning,17,17.923076923076923,1
2003,Afternoon,17,14,2
2001,Morning,17,20.615384615384617,2
2001,Afternoon,17,20.285714285714285,3
2009,Evening,17,14,1
2001,Night,17,20,1
2011,Afternoon,17,21,1
2001,Evening,17,20.615384615384617,3
2021,Night,18,7,2
2020,Night,18,7,1
2003,Evening,18,8,8
2003,Morning,18,8,5
2004,Evening,18,8,5
2015,Evening,18,8,3
2014,Morning,18,7,1
2016,Afternoon,18,8,3
2018,Evening,18,7,2
2001,Morning,18,-1,969
2001,Afternoon,18,-1,2001
2001,Morning,18,8,1501
2001,Evening,18,7,382
2001,Evening,18,-1,1718
2001,Night,18,8,1789
2002,Morning,18,7,1
2002,Afternoon,18,7,1
2002,Night,18,8,11
2002,Afternoon,18,8,4
2003,Afternoon,18,8,3
2003,Afternoon,18,7,5
2003,Night,18,7,1
2003,Evening,18,7,1
2004,Afternoon,18,8,3
2004,Morning,18,7,1
2004,Morning,18,8,2
2005,Evening,18,8,8
2005,Morning,18,7,1
2005,Evening,18,7,1
2005,Afternoon,18,8,3
2005,Night,18,8,7
2006,Night,18,8,7
2006,Evening,18,8,4
2006,Afternoon,18,8,4
2006,Afternoon,18,7,1
2006,Morning,18,8,2
2006,Evening,18,7,1
2007,Evening,18,8,1
2007,Morning,18,8,6
2007,Afternoon,18,8,3
2008,Night,18,8,3
2008,Evening,18,8,3
2008,Afternoon,18,8,5
2008,Night,18,7,1
2009,Afternoon,18,7,2
2009,Evening,18,8,5
2009,Afternoon,18,8,1
2009,Evening,18,7,1
2009,Night,18,7,2
2010,Afternoon,18,8,1
2010,Evening,18,7,1
2011,Evening,18,8,4
2011,Afternoon,18,7,1
2011,Afternoon,18,8,2
2011,Evening,18,7,2
2011,Night,18,8,2
2012,Morning,18,8,2
2012,Afternoon,18,8,5
2012,Afternoon,18,7,1
2013,Afternoon,18,8,2
2013,Morning,18,8,1
2013,Night,18,8,6
